FSC-H,SSC-H,FITC-H,PE-H,FSC-A,SSC-A,FITC-A,PE-A,Width,Time 
627788,1324139,11255,540670,344284,735025,23441,1081041,81,31406.801
882661,1677264,12356,595310,851011,1432383,39927,2067368,107,31416.801
834177,2074794,19504,1050765,530018,1195510,40951,2073424,85,31421.801
863203,3156108,20352,928228,747233,2162929,51356,2100682,100,31431.801
973395,1917610,11701,566853,564755,979950,28235,1103873,85,31436.801
525260,1864966,11832,586921,411097,1166685,36189,1970959,118,31441.801
1337686,2455705,20662,1026396,616344,1086578,43429,2038058,80,31446.801
544183,1644210,14690,774152,399553,971589,40487,2045835,92,31451.801
625613,2484111,18308,984146,380034,1363537,43738,2109093,82,31451.801
1156057,3119673,20940,879426,883657,1843425,51838,2056585,98,31451.801
695417,1316230,11519,710968,491113,897227,37217,2060059,90,31451.801
961945,1532739,9044,448649,489322,712832,22266,1081996,94,31456.801
1309616,2469199,20949,1106609,806984,1252242,45149,2078388,85,31461.801
882420,2624628,20682,1062001,438105,1330318,40663,2081323,84,31461.801
101197,68439,1835,117238,30548,34837,3411,263989,44,31466.801
539125,1558172,14326,820065,355647,1012484,39077,2090671,96,31466.801
711879,1973416,8451,296787,428626,976566,15737,526069,75,31466.801
737027,2269542,18393,816133,490881,1287483,41341,1954204,80,31466.801
694708,1698758,11338,545970,388825,870945,25078,1021186,89,31466.801
833008,2202173,16137,553450,527385,1090647,29704,1096481,86,31471.801
1181566,2355782,19947,1085670,683343,1314589,41397,2040345,89,31471.801
1492710,2547466,16993,867639,719429,1358596,44183,2032476,100,31481.801
1526991,2701756,16079,946786,642212,1335260,39985,2072657,90,31486.801
723558,1973568,15757,799771,432764,1274387,38494,1977531,83,31486.801
100246,179378,592,3240,32985,54376,669,3371,44,31496.801
661584,1839410,13086,572819,389783,917201,24232,1037922,77,31501.801
748577,1593856,10617,461639,551126,1129806,39229,1989198,147,31506.801
567068,1822431,15102,787222,434737,1144080,36910,2070933,98,31511.801
116369,44012,95,858,31977,11231,13,1099,37,31511.801
613093,1953904,15839,774123,362323,1080931,41543,2062413,91,31511.801
710005,1929086,13872,598656,423661,1075531,36249,1938223,104,31516.801
948201,1495609,15805,956709,677297,1039619,37626,2096587,91,31516.801
636533,1859006,13079,477582,512815,1091784,27592,1083296,91,31516.801
1568744,1586862,16557,791346,1091855,870503,37729,1538697,89,31521.801
172472,231663,6647,465873,115613,238485,27285,1931911,116,31526.801
998824,1573104,15540,757400,706601,1170500,42975,2107046,96,31531.801
723394,1697366,14160,666961,390495,913688,23017,1037932,80,31541.801
642217,2117463,14955,509345,388271,1056103,28568,1093916,83,31546.801
1194508,2514783,17687,794593,807610,1405367,44348,2008583,98,31546.801
918076,2505418,14895,484921,535687,1282265,30000,1113872,82,31546.801
742924,1391457,12988,716349,660101,1230477,42277,1954646,106,31551.801
834740,2338640,15146,777365,530484,1212479,39443,2005907,96,31556.801
1629771,2087357,19085,1041799,746136,1122104,44917,2073889,88,31561.801
579063,1265311,13989,882619,431512,978706,38114,2159000,90,31571.801
114021,94831,308,12367,34569,27757,264,14557,42,31576.801
1057167,2211907,15003,822772,792145,1577467,44534,2037772,102,31576.801
361908,1171952,7531,398045,159034,476135,11156,587799,65,31576.801
1531553,4701570,28926,717896,1365085,3896026,84869,2193402,106,31576.801
534088,1880480,17679,1038499,392133,1037070,36739,2067218,87,31581.801
130309,127180,368,19517,39784,39897,380,21924,43,31581.801
655169,1194888,11403,522829,426879,755096,24886,1080248,109,31581.801
1162563,1793198,10910,376395,536779,802988,24840,1053191,98,31586.801
546480,1622173,15072,835912,337763,966179,40404,2156284,93,31586.801
1414713,2303773,21017,987532,696258,1251901,44585,2092274,89,31591.801
738359,1916268,17282,810874,520705,1257983,44355,2075727,94,31591.801
587263,1091927,4203,18620,263008,459186,6438,29313,65,31591.801
553379,2207593,17476,861544,439750,1313783,40774,1959229,101,31601.801
213888,158510,468,24064,60629,42870,494,24388,43,31601.801
740345,2245539,17061,837406,486606,1454635,42487,2065496,89,31606.801
1052599,2884320,19416,921077,528782,1643434,47239,2010387,85,31606.801
1055031,3145106,22516,884301,592265,1656308,50163,2096847,93,31606.801
1103258,1731951,12213,516413,563798,894703,26709,1132738,91,31611.801
1216957,4470134,25121,1345036,1347318,3988809,93797,3615999,124,31611.801
1112732,2332776,13370,587818,713996,1444063,31725,1042872,88,31621.801
551028,1233865,11258,680127,439762,804223,33295,1950635,119,31621.801
1774040,2128115,19129,1082658,1016745,1127972,43653,2240394,90,31626.801
446440,2007311,15399,774620,323138,1165503,38722,2105933,90,31626.801
142535,134633,599,30655,43699,40939,483,33832,43,31636.801
742530,2487520,16165,675818,530554,1321124,28226,1087594,82,31636.801
176655,157434,710,24559,52440,45713,455,26627,44,31641.801
708962,1408432,9922,531264,495493,1001647,26035,1075028,93,31641.801
636617,1353969,10706,563028,396859,713876,24482,1076577,76,31641.801
567936,2135803,15002,723578,446965,1403441,42019,2008219,88,31641.801
107694,90829,433,18228,32537,28016,655,20873,40,31641.801
120223,304201,2525,198546,82493,263414,13678,964862,134,31651.801
664136,2248240,16602,787828,439337,1243380,41481,2029760,86,31666.801
1766626,4062843,27878,1362447,1275401,2818651,84187,4001743,112,31671.801
951246,1530666,14864,931494,614317,992303,30979,1588579,86,31676.801
1257705,2155777,17136,930448,577871,1147999,38567,2034461,86,31681.801
105339,83611,545,22657,29390,23860,264,23188,38,31686.801
1266101,1837906,17041,860306,850311,1312918,42745,2156066,94,31686.801
821984,2126409,17892,774035,469144,1177348,41107,2034603,85,31686.801
1000793,2390311,16495,802509,740753,1539373,45400,2113402,119,31691.801
812444,2029725,17796,817123,618265,1466803,45889,2032327,100,31691.801
847128,1930924,15468,666133,586767,1268666,45769,2114899,134,31691.801
637639,2022172,15765,788589,467565,1227288,39221,2112995,94,31706.801
193804,153230,815,33886,56424,38908,652,36790,41,31706.801
1132689,3482156,23146,926157,882058,2300685,54119,2126517,94,31706.801
493165,783895,9552,592147,443419,729508,36775,2089294,109,31706.801
894041,1909737,15516,904826,579750,1272481,39080,1951165,89,31711.801
565438,508729,6905,353681,326738,321681,18890,1075396,95,31711.801
442728,910166,3012,11705,174803,338389,4348,16672,60,31716.801
1186418,1729166,16215,868578,670409,1112159,42497,2070862,88,31726.801
168699,131925,735,2528,52504,35111,852,3173,38,31726.801
1059925,1989754,20958,913506,565617,1234205,47054,2057622,86,31726.801
828121,2055491,11889,396590,500028,1121244,28604,1022645,89,31726.801
489489,1476450,11437,535014,311443,847071,23812,1099020,81,31726.801
800280,2099411,13249,610187,468786,988947,24041,1070337,74,31731.801
123295,57580,117,624,33219,12003,-50,940,38,31736.801
1002690,1484662,12273,548577,768714,1290843,44504,2074502,119,31741.801
1034340,2465386,16973,531462,579957,1226660,31873,1091571,83,31751.801
1398454,2982450,18963,515844,1109738,2469080,56641,1821963,125,31751.801
2350318,4601706,32516,1268497,1322035,2521459,76733,3128384,88,31751.801
1194436,2153399,17843,888227,619416,1381296,45725,2042200,96,31756.801
115344,67410,404,18751,31933,17493,346,19632,36,31756.801
983550,1915228,18310,1008596,500310,1092872,38679,2021262,85,31756.801
1345811,2869199,19414,852541,1022306,2436852,57506,2137644,100,31756.801
1569912,3660922,27403,1493384,1102554,2483367,81424,3883957,106,31761.801
1042695,1997748,17566,873135,644940,1443885,42740,1969838,95,31771.801
1023396,1663944,13541,609973,656212,940661,27495,1063569,82,31776.801
593221,1585773,11206,466596,342917,801585,24283,1089776,83,31781.801
709084,2177011,19726,1105950,473095,1162095,40288,2034701,85,31786.801
1039338,2634177,17155,882186,516358,1447043,42854,2168338,88,31786.801
115929,128156,979,2465,35194,37519,1052,2948,41,31791.801
451577,1200208,10985,644444,400703,899612,37048,2098391,114,31791.801
1067433,2323441,20391,987416,622749,1195131,41559,2042539,82,31791.801
739768,5247310,17929,780128,979610,5251353,67257,2313305,126,31791.801
533727,2267486,15912,699701,340208,1129552,41739,2001871,77,31791.801
622796,1583815,14623,833308,441174,1128592,40186,2021114,91,31791.801
338900,523056,6419,395759,281053,569065,31994,1987027,168,31791.801
195639,355533,6131,428829,177367,392241,26972,1914692,126,31791.801
1021558,3231147,18898,625920,740376,1835657,51265,2129556,114,31796.801
1179618,2259323,18174,849177,749027,1416652,46577,2091811,88,31796.801
1876585,2903380,18990,942858,844425,1322025,40969,1854296,76,31796.801
1083202,1952095,13468,658216,655469,1095943,26749,1121086,82,31796.801
1028566,1838706,16416,821780,635968,1091424,38998,2066614,91,31801.801
606081,1828129,11892,569339,330899,917184,24084,1071806,86,31801.801
127116,148112,568,1694,46201,51200,685,2712,46,31801.801
945361,2354340,16672,780114,564327,1532336,46388,2020113,104,31806.801
452348,345007,1291,7218,155499,117426,1811,8886,56,31806.801
1089662,1719517,15635,871916,687649,1115929,40312,1982271,91,31811.801
913231,1592752,15659,950697,875227,1709734,60120,2990200,126,31811.801
533833,1247731,9824,425369,443210,839340,37053,1994670,133,31816.801
102551,111247,368,24816,35653,39380,282,31757,44,31816.801
1071785,1652763,12343,556997,508820,828610,25647,1047361,80,31821.801
1463939,4592229,25095,861392,1164842,3144913,58879,2007292,93,31821.801
502991,1796240,14542,703869,382814,1209965,41691,2094877,99,31826.801
777338,3311003,23249,1095805,717454,2352398,73171,3780234,108,31826.801
107063,74384,502,12152,30227,20829,319,12004,39,31826.801
487854,1566481,10942,442003,252766,744158,22439,1021365,75,31841.801
274408,232647,7809,568534,138439,210031,27155,1984488,106,31841.801
1294865,3149971,24117,1259939,724151,1791076,66207,2965816,100,31841.801
817791,2286089,19503,899759,606469,1446100,46092,2065903,93,31851.801
743930,1568075,13278,689620,611117,1276626,44300,1956057,103,31856.801
574432,1419999,9553,543692,363794,765757,21639,1079472,78,31856.801
631721,1698369,13137,605988,408714,940907,37674,1999791,92,31861.801
597972,1608160,12080,508498,335161,840871,24503,1060375,80,31861.801
599332,1657344,6754,31726,316704,694847,10123,50446,67,31871.801
766541,2406878,17822,539449,422795,1279553,35237,1100546,92,31871.801
919231,2568395,15501,553523,560008,1331700,33828,1156984,91,31871.801
108284,290652,1184,5600,42646,95021,1438,6993,48,31876.801
815720,2590980,17365,836682,388709,1224469,40347,2029635,87,31876.801
1789373,4860087,32971,1503635,1369107,4175418,122080,5802615,125,31876.801
883674,2370866,19024,1090913,556470,1339779,41058,2006720,75,31876.801
1230744,2521727,21972,969745,723433,1259444,43366,2020623,84,31881.801
1104883,2336667,17848,680068,610519,1176098,31310,1111641,80,31881.801
871236,1751242,12284,555815,412889,829024,25200,1086283,85,31886.801
1073966,2396996,18297,1018859,669358,1339616,40153,2083814,91,31901.801
773379,1509162,10904,464541,491009,850204,24188,1052911,88,31906.801
1184491,2101371,17918,773345,705078,1417138,47723,2070781,88,31911.801
467449,1068981,3852,15326,159909,344932,4802,20309,50,31911.801
1304113,2545532,20540,1126850,707382,1351345,41740,2029651,85,31916.801
303491,1612583,15691,773744,244774,1059667,41084,1998354,90,31921.801
1189912,1860949,15625,801814,525309,981329,39624,1974210,98,31921.801
1067140,3276455,17237,771624,701198,1848522,45369,2070417,98,31926.801
550835,1497839,11329,484284,349235,824193,30684,1670041,123,31936.801
619062,1645534,16689,1038435,415703,1012297,37005,2108075,86,31936.801
719182,1559080,11890,609038,425921,964998,26185,1127998,86,31936.801
102858,119623,568,26702,30166,34262,319,27966,39,31941.801
809701,2504454,18557,887067,537035,1582914,43107,2044189,92,31946.801
1162272,4023970,23100,605905,1006785,2896237,62046,1186265,102,31951.801
744972,1856870,12662,531599,449034,1093709,28642,1079097,84,31956.801
113421,123396,493,18929,35227,36611,615,20956,41,31961.801
1084158,1370619,10531,557581,663838,926656,39497,1976769,133,31966.801
512151,1982226,15968,854172,340724,1115639,37010,1964509,85,31971.801
1255045,1735851,1376,7991,505755,628057,2002,11972,65,31971.801
1303980,1921919,12682,553757,542466,868944,26752,1102532,81,31971.801
546290,1046380,3097,15069,194800,336561,3840,23572,58,31971.801
940777,2384667,19118,933507,620787,1329007,45396,2082420,84,31971.801
1052501,3629566,34130,1549713,1431896,3893343,128396,6253928,155,31971.801
100551,105329,459,20749,28654,28968,461,21269,39,31976.801
137964,109563,462,27459,45143,36174,386,31019,45,31976.801
785222,1558793,14368,764567,543998,1014884,38517,2088750,92,31981.801
673291,1617593,12867,570658,494370,984423,27552,1091463,83,31981.801
815856,1934373,20350,996281,469802,1111531,43583,2076158,85,31991.801
241733,275456,4790,264233,152247,302150,26189,1851532,178,31991.801
793867,2308863,17559,784549,434757,1125306,42136,2050316,84,31991.801
1071531,2031730,13405,576546,571328,1046087,26425,1133370,83,31996.801
1158521,3189320,21530,1141672,804457,1842448,47513,2129679,89,31996.801
947794,2322436,19378,964797,553499,1372819,46856,2119187,93,32016.801
1060817,3164645,17999,838717,650902,1810298,45695,2089208,93,32016.801
1087459,2043514,21136,1062984,817196,1293012,45932,2123998,88,32021.801
1027272,2253226,20018,1082518,927522,2312878,69972,3192012,109,32021.801
1007384,1804573,15281,827273,663062,1365811,42112,2002509,96,32026.801
736004,2026126,17174,827033,462828,1086189,41187,2071004,79,32026.801
483374,1664352,15425,726731,262381,936071,41682,1983239,84,32026.801
201131,137334,620,2788,63820,42276,705,3381,47,32036.801
917491,2394311,17943,777102,531615,1279891,42203,2015783,87,32036.801
1270463,2320202,16852,843576,629723,1410102,44635,1977832,90,32036.801
475808,1036423,4792,19853,200890,365928,6864,26942,63,32046.801
742996,1988076,19743,992683,578264,1244163,44572,2140193,88,32046.801
1831081,2662246,18773,752448,806339,1239273,43719,1982416,97,32046.801
1187693,2746428,15980,844590,608484,1258772,41360,2015511,102,32051.801
877239,1747037,15461,767243,512713,1015788,38947,2032232,90,32051.801
830060,1269203,10418,473743,384157,644910,22733,1088773,88,32051.801
880916,1801581,12145,624675,573971,911220,24681,1117814,82,32061.801
1702985,4225164,23941,1008558,842752,2011584,48470,2015438,90,32066.801
604737,1673820,13417,551114,389698,1112316,33553,1232028,82,32066.801
1449195,2750217,27841,1459333,1254463,2123994,75667,3686796,92,32066.801
551786,1758621,13205,525833,429172,979135,28223,1082311,101,32071.801
1600043,3442262,18916,807747,830602,1796104,46847,2021783,98,32076.801
1296278,3681807,31485,1433330,1209918,3332595,120365,5984527,123,32076.801
1515120,4669997,38487,1925224,1080206,3325596,89421,4284610,98,32081.801
1220692,4125255,27369,1427033,673143,2072484,79394,4018159,115,32086.801
727409,1434010,12401,757785,425788,896893,33293,1856312,94,32086.801
107777,151092,260,1910,38470,47678,229,2423,45,32091.801
1301094,2134869,19074,938529,631904,1185825,42563,2054244,91,32096.801
1306111,1992084,14059,479615,695704,1062748,33732,1058674,84,32096.801
936556,2065938,15744,892129,392400,983917,37818,2022657,70,32096.801
961909,3073256,15905,1002520,674929,1385089,28134,1618743,85,32106.801
